term,categories,variant_names,talmud_corpus_count,wikipedia_en,wikipedia_he,selected_anchor_text,hebrew_term,chavrutai_search_url,wiki_match_source,wikidata_id,father,student_of,affiliation,student,date_of_birth,place_of_birth,date_of_death,place_of_death
Nehar Pekod,talmudToponyms,,18,https://en.wikipedia.org/wiki/Nehar_Pekod,https://he.wikipedia.org/wiki/%D7%A0%D7%94%D7%A8_%D7%A4%D7%A7%D7%95%D7%93,Nehar Pekod,נהר פקוד,https://chavrutai.com/search?q=Nehar+Pekod&type=talmud,blog,Q97357823,,,,,,,,
Neharbela,talmudToponyms,,5,,,,,https://chavrutai.com/search?q=Neharbela&type=talmud,,,,,,,,,,
Neharbil,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Neharbil&type=talmud,,,,,,,,,,
Neharde’ans,names,,1,,,,,https://chavrutai.com/search?q=Neharde%E2%80%99ans&type=talmud,,,,,,,,,,
Neharde’a,talmudToponyms,Nehardea,191,https://en.wikipedia.org/wiki/Nehardea,https://he.wikipedia.org/wiki/%D7%A0%D7%94%D7%A8%D7%93%D7%A2%D7%90,Nehardea,נהרדעא,https://chavrutai.com/search?q=Neharde%E2%80%99a&type=talmud,blog,Q337751,,,,,,,,
Nehemiah,biblicalNames,"Nehemiah ben Hacaliah; Nehemiah, son of Hacaliah; Nehemiah, son of Hachaliah",19,https://en.wikipedia.org/wiki/Nehemiah,https://he.wikipedia.org/wiki/%D7%A0%D7%97%D7%9E%D7%99%D7%94,Nehemiah,נחמיה,https://chavrutai.com/search?q=Nehemiah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q1025598,Hachaliah,,,,-473,Judea,-403,Judea
Neḥemya bar Baruch,names,,1,,,,,https://chavrutai.com/search?q=Ne%E1%B8%A5emya+bar+Baruch&type=talmud,,,,,,,,,,
Neḥemya HaAmasoni,names,,2,,,,,https://chavrutai.com/search?q=Ne%E1%B8%A5emya+HaAmasoni&type=talmud,,,,,,,,,,
Neḥemya HaAmmassoni,names,,1,,,,,https://chavrutai.com/search?q=Ne%E1%B8%A5emya+HaAmmassoni&type=talmud,,,,,,,,,,
Neḥemya of Beit D’li,names,,1,,,,,https://chavrutai.com/search?q=Ne%E1%B8%A5emya+of+Beit+D%E2%80%99li&type=talmud,,,,,,,,,,
"Neḥemya, son of Rav Ḥanilai",names,,-,,,,,https://chavrutai.com/search?q=Ne%E1%B8%A5emya%2C+son+of+Rav+%E1%B8%A4anilai&type=talmud,,,,,,,,,,
"Neḥemya, the son-in-law of the <i>Nasi</i>",names,,1,,,,,https://chavrutai.com/search?q=Ne%E1%B8%A5emya%2C+the+son-in-law+of+the+%3Ci%3ENasi%3C%2Fi%3E&type=talmud,,,,,,,,,,
"Neḥunya the digger of pits, ditches, and caves",names,,1,,,,,https://chavrutai.com/search?q=Ne%E1%B8%A5unya+the+digger+of+pits%2C+ditches%2C+and+caves&type=talmud,,,,,,,,,,
Neriah,biblicalNames,,3,https://en.wikipedia.org/wiki/Neriah,,Neriah,,https://chavrutai.com/search?q=Neriah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q6996190,,,,,,,,
Nero,names,,3,https://en.wikipedia.org/wiki/Nero,https://he.wikipedia.org/wiki/%D7%A0%D7%99%D7%A8%D7%95%D7%9F_%D7%A7%D7%99%D7%A1%D7%A8,Nero,נירון קיסר,https://chavrutai.com/search?q=Nero&type=talmud,blog,Q1413,Gnaeus Domitius Ahenobarbus; Claudius,Terpnus,,,37-12-15,Antium,68-06-09,Rome
Nero Caesar,names,,1,,,,,https://chavrutai.com/search?q=Nero+Caesar&type=talmud,,,,,,,,,,
Nesibin,talmudToponyms,,0,,,,,https://chavrutai.com/search?q=Nesibin&type=talmud,,,,,,,,,,
Netzer,names,,4,,,,,https://chavrutai.com/search?q=Netzer&type=talmud,,,,,,,,,,
Netzivin,talmudToponyms,,7,,,,,https://chavrutai.com/search?q=Netzivin&type=talmud,,,,,,,,,,
Neviraya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Neviraya&type=talmud,,,,,,,,,,
New moon,concepts,,135,,https://he.wikipedia.org/wiki/%D7%9E%D7%95%D7%9C%D7%93_%D7%94%D7%9C%D7%91%D7%A0%D7%94,,מולד הלבנה,https://chavrutai.com/search?q=New+moon&type=talmud,,Q108566,,,,,,,,
Nakdimon ben Guryon,names,Nicodemus ben Gurion,10,https://en.wikipedia.org/wiki/Nicodemus_ben_Gurion,https://he.wikipedia.org/wiki/%D7%A0%D7%A7%D7%93%D7%99%D7%9E%D7%95%D7%9F_%D7%91%D7%9F_%D7%92%D7%95%D7%A8%D7%99%D7%95%D7%9F,Nicodemus ben Gurion,נקדימון בן גוריון,https://chavrutai.com/search?q=Nakdimon+ben+Guryon&type=talmud,blog,Q3788822,,,,,,,100,
Niddah,concepts,,0,https://en.wikipedia.org/wiki/Niddah,https://he.wikipedia.org/wiki/%D7%A0%D7%99%D7%93%D7%94,Niddah,נידה,https://chavrutai.com/search?q=Niddah&type=talmud,curated_tree,Q1466089,,,,,,,,
Niftayim the convert,names,,1,,,,,https://chavrutai.com/search?q=Niftayim+the+convert&type=talmud,,,,,,,,,,
Nihar,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Nihar&type=talmud,,,,,,,,,,
Nihavnad,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Nihavnad&type=talmud,,,,,,,,,,
Nile River,biblicalPlaces;talmudToponyms,,0,,,,,https://chavrutai.com/search?q=Nile+River&type=talmud,,,,,,,,,,
Nimos,names,,2,,,,,https://chavrutai.com/search?q=Nimos&type=talmud,,,,,,,,,,
Nimos HaGardi,names,,1,,,,,https://chavrutai.com/search?q=Nimos+HaGardi&type=talmud,,,,,,,,,,
"Nimos, the brother of Rabbi Yehoshua HaGarsi",names,,1,,,,,https://chavrutai.com/search?q=Nimos%2C+the+brother+of+Rabbi+Yehoshua+HaGarsi&type=talmud,,,,,,,,,,
Nimrod,biblicalNames,Nimrod the wicked,10,https://en.wikipedia.org/wiki/Nimrod,https://he.wikipedia.org/wiki/%D7%A0%D7%9E%D7%A8%D7%95%D7%93,Nimrod,נמרוד,https://chavrutai.com/search?q=Nimrod&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q201861,Cush,,,,-1751,,-1638,
Nineveh,talmudToponyms,,11,https://en.wikipedia.org/wiki/Nineveh,https://he.wikipedia.org/wiki/%D7%A0%D7%99%D7%A0%D7%95%D7%94,Nineveh,נינוה,https://chavrutai.com/search?q=Nineveh&type=talmud,blog,Q5680,,,,,,,,
Ninth of Av,concepts,,59,https://en.wikipedia.org/wiki/Tisha_B%27Av,https://he.wikipedia.org/wiki/%D7%AA%D7%A9%D7%A2%D7%94_%D7%91%D7%90%D7%91,,תשעה באב,https://chavrutai.com/search?q=Ninth+of+Av&type=talmud,,Q211349,,,,,,,,
Nitai HaArbeli,names,,1,,,,,https://chavrutai.com/search?q=Nitai+HaArbeli&type=talmud,,,,,,,,,,
Nit’za,names,Nitza,3,,,,,https://chavrutai.com/search?q=Nit%E2%80%99za&type=talmud,,,,,,,,,,
Noah,biblicalNames,Noah the righteous,92,https://en.wikipedia.org/wiki/Noah,https://he.wikipedia.org/wiki/%D7%A0%D7%97,Noah,נח,https://chavrutai.com/search?q=Noah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q81422,Lamech,,,,-2948; -2706; -3847,Mesopotamia,-1998; -1756; -2897,
Nob,talmudToponyms,,5,,,,,https://chavrutai.com/search?q=Nob&type=talmud,,,,,,,,,,
Nofer Ninefi,talmudToponyms,,0,,,,,https://chavrutai.com/search?q=Nofer+Ninefi&type=talmud,,,,,,,,,,
non-priest,concepts,,193,,,,,https://chavrutai.com/search?q=non-priest&type=talmud,,,,,,,,,,
non-sacred,concepts,,614,https://en.wikipedia.org/wiki/Hullin,https://he.wikipedia.org/wiki/%D7%9E%D7%A1%D7%9B%D7%AA_%D7%97%D7%95%D7%9C%D7%99%D7%9F,Hullin,מסכת חולין,https://chavrutai.com/search?q=non-sacred&type=talmud,manual_concepts_top_missing_he,Q1822409,,,,,,,,
notar,concepts,,138,,https://he.wikipedia.org/wiki/%D7%A0%D7%95%D7%AA%D7%A8,,נותר,https://chavrutai.com/search?q=notar&type=talmud,manual_concepts_he_first_pass,Q16130566,,,,,,,,
Nov,talmudToponyms,,15,,,,,https://chavrutai.com/search?q=Nov&type=talmud,,,,,,,,,,
Obadiah,biblicalNames,,8,https://en.wikipedia.org/wiki/Obadiah,,Obadiah,,https://chavrutai.com/search?q=Obadiah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q479645,,,,,-587,,-500,
Obed,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Obed&type=talmud,biblical_names_api_review:disambiguation_only,,,,,,,,,
of Neharbela,names,,4,,,,,https://chavrutai.com/search?q=of+Neharbela&type=talmud,,,,,,,,,,
offering of the most sacred order,concepts,,18,,,,,https://chavrutai.com/search?q=offering+of+the+most+sacred+order&type=talmud,,,,,,,,,,
offerings of lesser sanctity,concepts,,156,,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%93%D7%A9%D7%99%D7%9D_%D7%A7%D7%9C%D7%99%D7%9D,,קודשים קלים,https://chavrutai.com/search?q=offerings+of+lesser+sanctity&type=talmud,manual_concepts_he_first_pass,Q6558021,,,,,,,,
offerings of the most sacred order,concepts,,140,,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%93%D7%A9%D7%99_%D7%A7%D7%95%D7%93%D7%A9%D7%99%D7%9D,,קודשי קודשים,https://chavrutai.com/search?q=offerings+of+the+most+sacred+order&type=talmud,manual_concepts_he_first_pass,Q61124997,,,,,,,,
Og,biblicalNames,"Og, King of Bashan",13,https://en.wikipedia.org/wiki/Og,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%92_%D7%9E%D7%9C%D7%9A_%D7%94%D7%91%D7%A9%D7%9F,Og,עוג מלך הבשן,https://chavrutai.com/search?q=Og&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q878675,,,,,,,,Edrei
"Og, king of the Bashan",biblicalNames,,3,https://en.wikipedia.org/wiki/Og,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%92_%D7%9E%D7%9C%D7%9A_%D7%94%D7%91%D7%A9%D7%9F,Og,עוג מלך הבשן,https://chavrutai.com/search?q=Og%2C+king+of+the+Bashan&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q878675,,,,,,,,Edrei
"Og, the king of Bashan",biblicalNames,,0,https://en.wikipedia.org/wiki/Og,https://he.wikipedia.org/wiki/%D7%A2%D7%95%D7%92_%D7%9E%D7%9C%D7%9A_%D7%94%D7%91%D7%A9%D7%9F,Og,עוג מלך הבשן,https://chavrutai.com/search?q=Og%2C+the+king+of+Bashan&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q878675,,,,,,,,Edrei
Ohalya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Ohalya&type=talmud,,,,,,,,,,
"Okvan, son of Neḥemya the Exilarch",names,,-,,,,,https://chavrutai.com/search?q=Okvan%2C+son+of+Ne%E1%B8%A5emya+the+Exilarch&type=talmud,,,,,,,,,,
Omer offering,concepts,,0,https://en.wikipedia.org/wiki/Omer_offering,https://he.wikipedia.org/wiki/%D7%9E%D7%A0%D7%97%D7%AA_%D7%94%D7%A2%D7%95%D7%9E%D7%A8,Omer offering,מנחת העומר,https://chavrutai.com/search?q=Omer+offering&type=talmud,blog,Q1398399,,,,,,,,
Omri,biblicalNames,,6,https://en.wikipedia.org/wiki/Omri,https://he.wikipedia.org/wiki/%D7%A2%D7%9E%D7%A8%D7%99,Omri,עמרי,https://chavrutai.com/search?q=Omri&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q313221,,,,,-940,,-874,Samaria
"On, son of Peleth",biblicalNames,,2,,,,,https://chavrutai.com/search?q=On%2C+son+of+Peleth&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Onan,biblicalNames,,10,https://en.wikipedia.org/wiki/Onan,https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%A0%D7%9F_(%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA),Onan,אונן (דמות מקראית),https://chavrutai.com/search?q=Onan&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q661074,Judah,,,,,,,
one High Priest,names,,1,,,,,https://chavrutai.com/search?q=one+High+Priest&type=talmud,,,,,,,,,,
one man,names,,49,,,,,https://chavrutai.com/search?q=one+man&type=talmud,,,,,,,,,,
one of the Sages,names,,51,,,,,https://chavrutai.com/search?q=one+of+the+Sages&type=talmud,,,,,,,,,,
one of the sons of so-and-so,names,,1,,,,,https://chavrutai.com/search?q=one+of+the+sons+of+so-and-so&type=talmud,,,,,,,,,,
one prostitute,names,,2,,,,,https://chavrutai.com/search?q=one+prostitute&type=talmud,,,,,,,,,,
one Sadducee,names,,1,,,,,https://chavrutai.com/search?q=one+Sadducee&type=talmud,,,,,,,,,,
one weaver,names,,-,,,,,https://chavrutai.com/search?q=one+weaver&type=talmud,,,,,,,,,,
one who experienced a seminal emission,concepts,,23,,,,,https://chavrutai.com/search?q=one+who+experienced+a+seminal+emission&type=talmud,,,,,,,,,,
one woman,names,,20,,,,,https://chavrutai.com/search?q=one+woman&type=talmud,,,,,,,,,,
"one woman, the neighbor of Rabban Gamliel",names,,1,,,,,https://chavrutai.com/search?q=one+woman%2C+the+neighbor+of+Rabban+Gamliel&type=talmud,,,,,,,,,,
Onias,names,,20,,,,,https://chavrutai.com/search?q=Onias&type=talmud,,,,,,,,,,
Onkelos,names,Onkelos the convert,8,https://en.wikipedia.org/wiki/Onkelos,https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%A0%D7%A7%D7%9C%D7%95%D7%A1,Onkelos,אונקלוס,https://chavrutai.com/search?q=Onkelos&type=talmud,blog,Q2533433,Q20851350,,,,1,Rome,120,
"Onkelos bar Kalonikos, the son of Titus’s sister",names,,1,,,,,https://chavrutai.com/search?q=Onkelos+bar+Kalonikos%2C+the+son+of+Titus%E2%80%99s+sister&type=talmud,,,,,,,,,,
Onkelos bar Kelonimos,names,,1,,,,,https://chavrutai.com/search?q=Onkelos+bar+Kelonimos&type=talmud,,,,,,,,,,
Ono,talmudToponyms,"Ono, Benjamin",13,"https://en.wikipedia.org/wiki/Ono,_Benjamin",https://he.wikipedia.org/wiki/%D7%90%D7%95%D7%A0%D7%95_(%D7%A2%D7%99%D7%A8_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA),"Ono, Benjamin",אונו (עיר מקראית),https://chavrutai.com/search?q=Ono&type=talmud,blog,Q7094410,,,,,,,,
Ophel,biblicalPlaces,,2,,,,,https://chavrutai.com/search?q=Ophel&type=talmud,,,,,,,,,,
Ophir,talmudToponyms,,4,,,,,https://chavrutai.com/search?q=Ophir&type=talmud,,,,,,,,,,
Ordeal of the bitter water,concepts,,0,https://en.wikipedia.org/wiki/Ordeal_of_the_bitter_water,https://he.wikipedia.org/wiki/%D7%A1%D7%95%D7%98%D7%94_(%D7%94%D7%9C%D7%9B%D7%94),Ordeal of the bitter water,סוטה (הלכה),https://chavrutai.com/search?q=Ordeal+of+the+bitter+water&type=talmud,blog,Q7563951,,,,,,,,
Orikhut,talmudToponyms,,0,,,,,https://chavrutai.com/search?q=Orikhut&type=talmud,,,,,,,,,,
orla,concepts,Orlah,87,https://en.wikipedia.org/wiki/Orlah,https://he.wikipedia.org/wiki/%D7%90%D7%99%D7%A1%D7%95%D7%A8_%D7%A2%D7%A8%D7%9C%D7%94,Orlah,איסור ערלה,https://chavrutai.com/search?q=orla&type=talmud,blog,Q1155911,,,,,,,,
Orpah,biblicalNames,Harafa,5,https://en.wikipedia.org/wiki/Orpah,https://he.wikipedia.org/wiki/%D7%A2%D7%A8%D7%A4%D7%94,Orpah,ערפה,https://chavrutai.com/search?q=Orpah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q1697019,,,,,,,,
"orphan Ravina the younger, was his sister’s son",names,,1,,,,,https://chavrutai.com/search?q=orphan+Ravina+the+younger%2C+was+his+sister%E2%80%99s+son&type=talmud,,,,,,,,,,
Oshaya bar Zavda,names,,1,,,,,https://chavrutai.com/search?q=Oshaya+bar+Zavda&type=talmud,,,,,,,,,,
Oshaya the Distinguished,names,,1,,,,,https://chavrutai.com/search?q=Oshaya+the+Distinguished&type=talmud,,,,,,,,,,
"Oshaya, the youngest of the company",names,,1,,,,,https://chavrutai.com/search?q=Oshaya%2C+the+youngest+of+the+company&type=talmud,,,,,,,,,,
Othniel,biblicalNames,"Othniel, son of Kenaz",0,https://en.wikipedia.org/wiki/Othniel,https://he.wikipedia.org/wiki/%D7%A2%D7%AA%D7%A0%D7%99%D7%90%D7%9C_%D7%91%D7%9F_%D7%A7%D7%A0%D7%96,Othniel,עתניאל בן קנז,https://chavrutai.com/search?q=Othniel&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q536485,,,,,,,,
our Patriarch Abraham,biblicalNames,,6,https://en.wikipedia.org/wiki/Abraham,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%A8%D7%94%D7%9D,Abraham,אברהם,https://chavrutai.com/search?q=our+Patriarch+Abraham&type=talmud,biblical_names_api_review:no_exact_page; manual_biblical_top30,Q9181,Terah,,,,-1813,Ur Kaśdim,-1638,Hebron
Ovelin,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Ovelin&type=talmud,,,,,,,,,,
Pafunya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Pafunya&type=talmud,,,,,,,,,,
Palaimo,names,,2,,,,,https://chavrutai.com/search?q=Palaimo&type=talmud,,,,,,,,,,
Palti,biblicalNames,,8,"https://en.wikipedia.org/wiki/Palti,_son_of_Laish",https://he.wikipedia.org/wiki/%D7%A4%D7%9C%D7%98%D7%99%D7%90%D7%9C_%D7%91%D7%9F_%D7%9C%D7%99%D7%A9,"Palti, son of Laish",פלטיאל בן ליש,https://chavrutai.com/search?q=Palti&type=talmud,biblical_names_api_review:disambiguation_only; manual_biblical_top30,Q7128770,Laish,,,,,,,
"Palti, son of Laish",biblicalNames,,5,"https://en.wikipedia.org/wiki/Palti,_son_of_Laish",https://he.wikipedia.org/wiki/%D7%A4%D7%9C%D7%98%D7%99%D7%90%D7%9C_%D7%91%D7%9F_%D7%9C%D7%99%D7%A9,"Palti, son of Laish",פלטיאל בן ליש,https://chavrutai.com/search?q=Palti%2C+son+of+Laish&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q7128770,Laish,,,,,,,
Paltiel,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Paltiel&type=talmud,biblical_names_api_review:disambiguation_only,,,,,,,,,
Pandeira,names,,2,,,,,https://chavrutai.com/search?q=Pandeira&type=talmud,,,,,,,,,,
Paphunya,talmudToponyms,,4,,,,,https://chavrutai.com/search?q=Paphunya&type=talmud,,,,,,,,,,
Pappa bar Abba,names,,-,,,,,https://chavrutai.com/search?q=Pappa+bar+Abba&type=talmud,,,,,,,,,,
Pappa River,talmudToponyms,,5,,,,,https://chavrutai.com/search?q=Pappa+River&type=talmud,,,,,,,,,,
Pappa the ox herder,names,,1,,,,,https://chavrutai.com/search?q=Pappa+the+ox+herder&type=talmud,,,,,,,,,,
Pappas,names,,2,,,,,https://chavrutai.com/search?q=Pappas&type=talmud,,,,,,,,,,
Pappos ben Yehuda,names,,5,,,,,https://chavrutai.com/search?q=Pappos+ben+Yehuda&type=talmud,,,,,,,,,,
Pappunya,talmudToponyms,,6,,,,,https://chavrutai.com/search?q=Pappunya&type=talmud,,,,,,,,,,
Parable,concepts,,90,https://en.wikipedia.org/wiki/Mashal_(allegory),https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%A9%D7%9C_%D7%91%D7%A1%D7%A4%D7%A8%D7%95%D7%AA_%D7%97%D7%96%22%D7%9C,Parable,"המשל בספרות חז""ל",https://chavrutai.com/search?q=Parable&type=talmud,blog,Q117471266,,,,,,,,
Paran,biblicalPlaces,,3,,,,,https://chavrutai.com/search?q=Paran&type=talmud,,,,,,,,,,
Parhatya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Parhatya&type=talmud,,,,,,,,,,
Parod,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Parod&type=talmud,,,,,,,,,,
Parosh,biblicalNames,,3,,,,,https://chavrutai.com/search?q=Parosh&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
parsangs,concepts,,0,,,,,https://chavrutai.com/search?q=parsangs&type=talmud,,,,,,,,,,
Parva’a the Sorcerer,names,,1,,,,,https://chavrutai.com/search?q=Parva%E2%80%99a+the+Sorcerer&type=talmud,,,,,,,,,,
Parzakya,talmudToponyms,,5,,,,,https://chavrutai.com/search?q=Parzakya&type=talmud,,,,,,,,,,
Parzina,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Parzina&type=talmud,,,,,,,,,,
Paschal lamb,concepts,,345,https://en.wikipedia.org/wiki/Passover_sacrifice,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%A8%D7%91%D7%9F_%D7%A4%D7%A1%D7%97,Passover sacrifice,קורבן פסח,https://chavrutai.com/search?q=Paschal+lamb&type=talmud,manual_concepts_top_missing_he,Q2720330,,,,,,,,
Paschal offering,concepts,,252,https://en.wikipedia.org/wiki/Passover_sacrifice,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%A8%D7%91%D7%9F_%D7%A4%D7%A1%D7%97,Passover sacrifice,קורבן פסח,https://chavrutai.com/search?q=Paschal+offering&type=talmud,manual_concepts_top_missing_he,Q2720330,,,,,,,,
Pashḥur,biblicalNames,,5,https://en.wikipedia.org/wiki/Pashhur,https://he.wikipedia.org/wiki/%D7%A4%D7%A9%D7%97%D7%95%D7%A8_%D7%91%D7%9F_%D7%90%D7%9E%D7%A8,Pashhur,פשחור בן אמר,https://chavrutai.com/search?q=Pash%E1%B8%A5ur&type=talmud,biblical_names_api_review:no_exact_page; manual_biblical_top30,Q7142075,,,,,,,,
Pashḥur ben Immer,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Pash%E1%B8%A5ur+ben+Immer&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Pashronya,talmudToponyms,,4,,,,,https://chavrutai.com/search?q=Pashronya&type=talmud,,,,,,,,,,
passage [megizat] of Cappadocia,talmudToponyms,,0,,,,,https://chavrutai.com/search?q=passage+%5Bmegizat%5D+of+Cappadocia&type=talmud,,,,,,,,,,
Passover,concepts,,359,https://en.wikipedia.org/wiki/Passover,https://he.wikipedia.org/wiki/%D7%A4%D7%A1%D7%97,Passover,פסח,https://chavrutai.com/search?q=Passover&type=talmud,curated_tree,Q121393,,,,,,,,
the Patriarchs,biblicalNames,Patriarchs (Bible),14,https://en.wikipedia.org/wiki/Patriarchs_(Bible),https://he.wikipedia.org/wiki/%D7%A9%D7%9C%D7%95%D7%A9%D7%AA_%D7%94%D7%90%D7%91%D7%95%D7%AA,Patriarchs (Bible),שלושת האבות,https://chavrutai.com/search?q=the+Patriarchs&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q1189541,,,,,,,,
Pazi,names,,1,,,,,https://chavrutai.com/search?q=Pazi&type=talmud,,,,,,,,,,
peace offering,concepts,peace-offering,774,https://en.wikipedia.org/wiki/Peace_offering,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%A8%D7%91%D7%9F_%D7%A9%D7%9C%D7%9E%D7%99%D7%9D,Peace offering,קורבן שלמים,https://chavrutai.com/search?q=peace+offering&type=talmud,manual_concepts_top_missing_he,Q2161154,,,,,,,,
peace offering of a nazirite,concepts,,4,,,,,https://chavrutai.com/search?q=peace+offering+of+a+nazirite&type=talmud,,,,,,,,,,
"Pekah, son of Remaliah",biblicalNames,,1,https://en.wikipedia.org/wiki/Pekah,https://he.wikipedia.org/wiki/%D7%A4%D7%A7%D7%97_%D7%91%D7%9F_%D7%A8%D7%9E%D7%9C%D7%99%D7%94%D7%95,Pekah,פקח בן רמליהו,https://chavrutai.com/search?q=Pekah%2C+son+of+Remaliah&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q334744,Remaliah,,,,-800,,-732,
Peki’in,talmudToponyms,,9,,,,,https://chavrutai.com/search?q=Peki%E2%80%99in&type=talmud,,,,,,,,,,
Pekod River,talmudToponyms,,4,,,,,https://chavrutai.com/search?q=Pekod+River&type=talmud,,,,,,,,,,
Pelandarsin,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Pelandarsin&type=talmud,,,,,,,,,,
"Pelatiah, son of Benaiah",biblicalNames,,1,,,,,https://chavrutai.com/search?q=Pelatiah%2C+son+of+Benaiah&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Peleimu,names,,4,,,,,https://chavrutai.com/search?q=Peleimu&type=talmud,,,,,,,,,,
Pelimu,names,,3,,,,,https://chavrutai.com/search?q=Pelimu&type=talmud,,,,,,,,,,
Pelusium,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Pelusium&type=talmud,,,,,,,,,,
Peninnah,biblicalNames,,2,https://en.wikipedia.org/wiki/Peninnah,https://he.wikipedia.org/wiki/%D7%A4%D7%A0%D7%99%D7%A0%D7%94_(%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA),Peninnah,פנינה (דמות מקראית),https://chavrutai.com/search?q=Peninnah&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q2068934,,,,,,,,
people Bei Tarbu,names,,1,,,,,https://chavrutai.com/search?q=people+Bei+Tarbu&type=talmud,,,,,,,,,,
Perat of Bursif,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Perat+of+Bursif&type=talmud,,,,,,,,,,
Perat of Meishan,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Perat+of+Meishan&type=talmud,,,,,,,,,,
"Perata, son of Rabbi Elazar ben Perata, grandson of Rabbi Perata the Great",names,,2,,,,,https://chavrutai.com/search?q=Perata%2C+son+of+Rabbi+Elazar+ben+Perata%2C+grandson+of+Rabbi+Perata+the+Great&type=talmud,,,,,,,,,,
Perez,biblicalNames,,4,https://en.wikipedia.org/wiki/Perez_(son_of_Judah),https://he.wikipedia.org/wiki/%D7%A4%D7%A8%D7%A5_%D7%91%D7%9F_%D7%99%D7%94%D7%95%D7%93%D7%94,Perez (son of Judah),פרץ בן יהודה,https://chavrutai.com/search?q=Perez&type=talmud,biblical_names_api_review:verified_exact_or_redirect; manual_fix,Q3899788,,,,,,,,
Persian,biblicalNations;concepts;talmudToponyms,Persia,35,,,,איראן,https://chavrutai.com/search?q=Persian&type=talmud,,,,,,,,,,
