term,categories,variant_names,talmud_corpus_count,wikipedia_en,wikipedia_he,selected_anchor_text,hebrew_term,chavrutai_search_url,wiki_match_source,wikidata_id,father,student_of,affiliation,student,date_of_birth,place_of_birth,date_of_death,place_of_death
Giddul bar Re’ilai,names,,1,,,,,https://chavrutai.com/search?q=Giddul+bar+Re%E2%80%99ilai&type=talmud,,,,,,,,,,
Gideon,biblicalNames,,2,https://en.wikipedia.org/wiki/Gideon,https://he.wikipedia.org/wiki/%D7%92%D7%93%D7%A2%D7%95%D7%9F_%D7%91%D7%9F_%D7%99%D7%95%D7%90%D7%A9,Gideon,גדעון בן יואש,https://chavrutai.com/search?q=Gideon&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q176125,Joash,,,,-1252,Ophrah,-1152,Ophrah
Gift offering,concepts,gift-offering,30,https://en.wikipedia.org/wiki/Gift_offering,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%A8%D7%91%D7%9F_%D7%9E%D7%A0%D7%97%D7%94,Gift offering,קורבן מנחה,https://chavrutai.com/search?q=Gift+offering&type=talmud,blog,Q986595,,,,,,,,
Gifti,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Gifti&type=talmud,,,,,,,,,,
Gihon,talmudToponyms,,2,https://en.wikipedia.org/wiki/Gihon,https://he.wikipedia.org/wiki/%D7%92%D7%99%D7%97%D7%95%D7%9F_(%D7%A0%D7%94%D7%A8_%D7%9E%D7%A7%D7%A8%D7%90%D7%99),Gihon,גיחון (נהר מקראי),https://chavrutai.com/search?q=Gihon&type=talmud,blog,Q1247896,,,,,,,,
Gilad,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Gilad&type=talmud,,,,,,,,,,
Gilead,talmudToponyms,,5,https://en.wikipedia.org/wiki/Gilead,https://he.wikipedia.org/wiki/%D7%94%D7%92%D7%9C%D7%A2%D7%93,Gilead,הגלעד,https://chavrutai.com/search?q=Gilead&type=talmud,blog,Q922498,,,,,,,,
Gilgal,biblicalPlaces,,15,,,,,https://chavrutai.com/search?q=Gilgal&type=talmud,,,,,,,,,,
Gilgul,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=Gilgul&type=talmud,,,,,,,,,,
Ginai River,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Ginai+River&type=talmud,,,,,,,,,,
Ginnosar,talmudToponyms,,4,,,,,https://chavrutai.com/search?q=Ginnosar&type=talmud,,,,,,,,,,
Genosar,talmudToponyms,Ginosar,4,https://en.wikipedia.org/wiki/Ginosar,https://he.wikipedia.org/wiki/%D7%92%D7%99%D7%A0%D7%95%D7%A1%D7%A8,Ginosar,גינוסר,https://chavrutai.com/search?q=Genosar&type=talmud,blog,Q1525069,,,,,,,,
Gira,names,,3,,,,,https://chavrutai.com/search?q=Gira&type=talmud,,,,,,,,,,
giving of the Torah,concepts,,13,,,,,https://chavrutai.com/search?q=giving+of+the+Torah&type=talmud,,,,,,,,,,
Gizma,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Gizma&type=talmud,,,,,,,,,,
Gog and Magog,biblicalNames;concepts,,9,https://en.wikipedia.org/wiki/Gog_and_Magog,https://he.wikipedia.org/wiki/%D7%9E%D7%9C%D7%97%D7%9E%D7%AA_%D7%92%D7%95%D7%92_%D7%95%D7%9E%D7%92%D7%95%D7%92,Gog and Magog,מלחמת גוג ומגוג,https://chavrutai.com/search?q=Gog+and+Magog&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q629060,,,,,,,,
Golan,talmudToponyms,,0,https://en.wikipedia.org/wiki/Golan,https://he.wikipedia.org/wiki/%D7%92%D7%95%D7%9C%D7%9F_(%D7%A2%D7%99%D7%A8_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA),Golan,גולן (עיר מקראית),https://chavrutai.com/search?q=Golan&type=talmud,blog,Q2400848,,,,,,,,
Goliath,biblicalNames,,4,https://en.wikipedia.org/wiki/Goliath,https://he.wikipedia.org/wiki/%D7%92%D7%95%D7%9C%D7%99%D7%99%D7%AA,Goliath,גוליית,https://chavrutai.com/search?q=Goliath&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q192785,,,,,-1100,Desamparados Canton,-1023,Desamparados Canton
Gomorrah,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Gomorrah&type=talmud,,,,,,,,,,
Gova’ai,names,,1,,,,,https://chavrutai.com/search?q=Gova%E2%80%99ai&type=talmud,,,,,,,,,,
Goza River,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Goza+River&type=talmud,,,,,,,,,,
Grace after Meals,concepts,,32,https://en.wikipedia.org/wiki/Birkat_Hamazon,https://he.wikipedia.org/wiki/%D7%91%D7%A8%D7%9B%D7%AA_%D7%94%D7%9E%D7%96%D7%95%D7%9F,,ברכת המזון,https://chavrutai.com/search?q=Grace+after+Meals&type=talmud,,Q865483,,,,,,,,
grandson of Rabbi Avtolus,names,,-,,,,,https://chavrutai.com/search?q=grandson+of+Rabbi+Avtolus&type=talmud,,,,,,,,,,
Great Assembly,names,the Great Assembly,22,https://en.wikipedia.org/wiki/Great_Assembly,https://he.wikipedia.org/wiki/%D7%9B%D7%A0%D7%A1%D7%AA_%D7%94%D7%92%D7%93%D7%95%D7%9C%D7%94,Great Assembly,כנסת הגדולה,https://chavrutai.com/search?q=Great+Assembly&type=talmud,blog,Q2915866,,,Judaism,,,,,
Great Sea,talmudToponyms,,21,,,,,https://chavrutai.com/search?q=Great+Sea&type=talmud,,,,,,,,,,
great spring of Beiram,talmudToponyms,,0,,,,,https://chavrutai.com/search?q=great+spring+of+Beiram&type=talmud,,,,,,,,,,
Greece,biblicalNations;talmudToponyms,,7,,,,,https://chavrutai.com/search?q=Greece&type=talmud,,,,,,,,,,
Greek Italy,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Greek+Italy&type=talmud,,,,,,,,,,
Greek,biblicalNations,Greek language,80,https://en.wikipedia.org/wiki/Greek_language,https://he.wikipedia.org/wiki/%D7%99%D7%95%D7%95%D7%A0%D7%99%D7%AA,Greek language,יוונית,https://chavrutai.com/search?q=Greek&type=talmud,blog+en_langlink_he,Q9129,,,,,,,,
Greek wisdom,concepts,,18,,,,,https://chavrutai.com/search?q=Greek+wisdom&type=talmud,,,,,,,,,,
Gufnit,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Gufnit&type=talmud,,,,,,,,,,
Guilt offering,concepts,guilt-offering,1284,https://en.wikipedia.org/wiki/Guilt_offering,https://he.wikipedia.org/wiki/%D7%A7%D7%95%D7%A8%D7%91%D7%9F_%D7%90%D7%A9%D7%9D,Guilt offering,קורבן אשם,https://chavrutai.com/search?q=Guilt+offering&type=talmud,blog,Q1091085,,,,,,,,
Gursak bar Darei,names,,1,,,,,https://chavrutai.com/search?q=Gursak+bar+Darei&type=talmud,,,,,,,,,,
Gurya,names,,3,,,,,https://chavrutai.com/search?q=Gurya&type=talmud,,,,,,,,,,
Guryon ben Asteyon,names,,1,,,,,https://chavrutai.com/search?q=Guryon+ben+Asteyon&type=talmud,,,,,,,,,,
Guryon of Asporak,names,,2,,,,,https://chavrutai.com/search?q=Guryon+of+Asporak&type=talmud,,,,,,,,,,
Guryon of Aspork,names,,1,,,,,https://chavrutai.com/search?q=Guryon+of+Aspork&type=talmud,,,,,,,,,,
Guvya,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Guvya&type=talmud,,,,,,,,,,
Habakkuk,biblicalNames,,4,https://en.wikipedia.org/wiki/Habakkuk,https://he.wikipedia.org/wiki/%D7%97%D7%91%D7%A7%D7%95%D7%A7,Habakkuk,חבקוק,https://chavrutai.com/search?q=Habakkuk&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q135106,,Nahum,,Zephaniah,-626,,-600,Judea
Habor,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Habor&type=talmud,,,,,,,,,,
"Hadadrimmon, son of Tabrimmon",biblicalNames,,1,,,,,https://chavrutai.com/search?q=Hadadrimmon%2C+son+of+Tabrimmon&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
"Hadadrimmon, son of Tavrimon",biblicalNames,,1,,,,,https://chavrutai.com/search?q=Hadadrimmon%2C+son+of+Tavrimon&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Ḥadasha,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4adasha&type=talmud,,,,,,,,,,
Hadassah,biblicalNames,,4,,,,,https://chavrutai.com/search?q=Hadassah&type=talmud,biblical_names_api_review:disambiguation_only,,,,,,,,,
Hadayeiv,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Hadayeiv&type=talmud,,,,,,,,,,
Ḥadid,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=%E1%B8%A4adid&type=talmud,,,,,,,,,,
Hadrian,names,,4,https://en.wikipedia.org/wiki/Hadrian,https://he.wikipedia.org/wiki/%D7%90%D7%93%D7%A8%D7%99%D7%90%D7%A0%D7%95%D7%A1,Hadrian,אדריאנוס,https://chavrutai.com/search?q=Hadrian&type=talmud,blog,Q1427,Publius Aelius Hadrianus Afer; Trajan,,,,76-01-24,Italica,138-07-10,Baia
Hadrimmon ben Tabrimmon,biblicalNames,,0,,,,,https://chavrutai.com/search?q=Hadrimmon+ben+Tabrimmon&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Ḥadyab,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4adyab&type=talmud,,,,,,,,,,
Hadyav,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Hadyav&type=talmud,,,,,,,,,,
"Haggai, Zechariah, and Malachi",biblicalNames,,13,https://en.wikipedia.org/wiki/Haggai,https://he.wikipedia.org/wiki/%D7%97%D7%92%D7%99,Haggai,חגי,https://chavrutai.com/search?q=Haggai%2C+Zechariah%2C+and+Malachi&type=talmud,biblical_names_api_review:no_exact_page; enwiki_api_exact,Q1613144,,,,,-550,,,
Haggith,biblicalNames,,1,https://en.wikipedia.org/wiki/Haggith,https://he.wikipedia.org/wiki/%D7%97%D7%92%D7%99%D7%AA_(%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA),Haggith,חגית (דמות מקראית),https://chavrutai.com/search?q=Haggith&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q5638717,,,,,,,,
Hagroneya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Hagroneya&type=talmud,,,,,,,,,,
Hagronya,talmudToponyms,,13,,,,,https://chavrutai.com/search?q=Hagronya&type=talmud,,,,,,,,,,
Hagron-ya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Hagron-ya&type=talmud,,,,,,,,,,
Hagrunya,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Hagrunya&type=talmud,,,,,,,,,,
Haifa,talmudToponyms,,6,https://en.wikipedia.org/wiki/Haifa,https://he.wikipedia.org/wiki/%D7%97%D7%99%D7%A4%D7%94,Haifa,חיפה,https://chavrutai.com/search?q=Haifa&type=talmud,blog,Q41621,,,,,,,,
Ḥaifa,talmudToponyms,,6,,,,,https://chavrutai.com/search?q=%E1%B8%A4aifa&type=talmud,,,,,,,,,,
ḥalitza,concepts,Halizah,793,https://en.wikipedia.org/wiki/Halizah,https://he.wikipedia.org/wiki/%D7%97%D7%9C%D7%99%D7%A6%D7%94,Halizah,חליצה,https://chavrutai.com/search?q=%E1%B8%A5alitza&type=talmud,blog,Q872522,,,,,,,,
the Chamber of Hewn Stone,concepts,Hall of Hewn Stones,15,https://en.wikipedia.org/wiki/Hall_of_Hewn_Stones,https://he.wikipedia.org/wiki/%D7%9C%D7%A9%D7%9B%D7%AA_%D7%94%D7%92%D7%96%D7%99%D7%AA,Hall of Hewn Stones,לשכת הגזית,https://chavrutai.com/search?q=the+Chamber+of+Hewn+Stone&type=talmud,blog,Q5642695,,,,,,,,
Ham,biblicalNames,,4,https://en.wikipedia.org/wiki/Ham,https://he.wikipedia.org/wiki/%D7%A9%D7%99%D7%A0%D7%A7%D7%9F,Ham,שינקן,https://chavrutai.com/search?q=Ham&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q170486,,,,,,,,
Ḥama bar Adda,names,,-,,,,,https://chavrutai.com/search?q=%E1%B8%A4ama+bar+Adda&type=talmud,,,,,,,,,,
"Ḥama bar Adda, emissary of Zion",names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4ama+bar+Adda%2C+emissary+of+Zion&type=talmud,,,,,,,,,,
"Ḥama, son of Rabba",names,,-,,,,,https://chavrutai.com/search?q=%E1%B8%A4ama%2C+son+of+Rabba&type=talmud,,,,,,,,,,
"Ḥama, son of Rabba bar Abbahu",names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4ama%2C+son+of+Rabba+bar+Abbahu&type=talmud,,,,,,,,,,
"Ḥama, son of Rabba bar Avuh",names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4ama%2C+son+of+Rabba+bar+Avuh&type=talmud,,,,,,,,,,
Hamadan,talmudToponyms,Ḥamadan,4,https://en.wikipedia.org/wiki/Hamadan,https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%93%D7%90%D7%9F,Hamadan,המדאן,https://chavrutai.com/search?q=Hamadan&type=talmud,blog,Q28587,,,,,,,,
Haman,biblicalNames,,43,https://en.wikipedia.org/wiki/Haman,https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%9F_%D7%94%D7%90%D7%92%D7%92%D7%99,Haman,המן האגגי,https://chavrutai.com/search?q=Haman&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q650680,Hammedatha,,,,,,,
Ḥamatan,talmudToponyms,,3,,,,,https://chavrutai.com/search?q=%E1%B8%A4amatan&type=talmud,,,,,,,,,,
Hamnuna,names,Rav Hamnuna,327,https://en.wikipedia.org/wiki/Hamnuna,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%94%D7%9E%D7%A0%D7%95%D7%A0%D7%90,Hamnuna,רב המנונא,https://chavrutai.com/search?q=Hamnuna&type=talmud,blog,Q5645913,,,,,,,,
Ḥana bar Isak,names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4ana+bar+Isak&type=talmud,,,,,,,,,,
Hanamel,biblicalNames,,1,,,,,https://chavrutai.com/search?q=Hanamel&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Hanan bar Rava,names,Rav Ḥanan bar Rava,63,https://en.wikipedia.org/wiki/Hanan_bar_Rava,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%97%D7%A0%D7%9F_%D7%91%D7%A8_%D7%A8%D7%91%D7%90,Hanan bar Rava,רב חנן בר רבא,https://chavrutai.com/search?q=Hanan+bar+Rava&type=talmud,blog,Q6715250,,,,,,,,
Ḥanan ben Avishalom,names,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4anan+ben+Avishalom&type=talmud,,,,,,,,,,
Ḥanan ben Pineḥas,names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4anan+ben+Pine%E1%B8%A5as&type=talmud,,,,,,,,,,
Ḥanan HaNeḥba,names,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4anan+HaNe%E1%B8%A5ba&type=talmud,,,,,,,,,,
Ḥanan the Egyptian,names,,13,https://en.wikipedia.org/wiki/Hanan_the_Egyptian,https://he.wikipedia.org/wiki/%D7%97%D7%A0%D7%9F_%D7%94%D7%9E%D7%A6%D7%A8%D7%99,Hanan the Egyptian,חנן המצרי,https://chavrutai.com/search?q=%E1%B8%A4anan+the+Egyptian&type=talmud,wikidata_seed_qid,Q2892486,,,,,101,Alexandria,,
Ḥanan the tailor,names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4anan+the+tailor&type=talmud,,,,,,,,,,
Ḥanan the wicked,names,,5,,,,,https://chavrutai.com/search?q=%E1%B8%A4anan+the+wicked&type=talmud,,,,,,,,,,
Hanani,biblicalNames,,3,https://en.wikipedia.org/wiki/Hanani,,Hanani,,https://chavrutai.com/search?q=Hanani&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q5646913,,,,,,,,
Ḥananya ben Ḥizkiya,names,Hananiah ben Hezekiah ben Garon,4,https://en.wikipedia.org/wiki/Hananiah_ben_Hezekiah_ben_Garon,https://he.wikipedia.org/wiki/%D7%97%D7%A0%D7%A0%D7%99%D7%94_%D7%91%D7%9F_%D7%97%D7%96%D7%A7%D7%99%D7%94,Hananiah ben Hezekiah ben Garon,חנניה בן חזקיה,https://chavrutai.com/search?q=%E1%B8%A4ananya+ben+%E1%B8%A4izkiya&type=talmud,blog,Q2069730,,,,,,Mesopotamia,,Israel
Ḥananya,names,,63,,,,,https://chavrutai.com/search?q=%E1%B8%A4ananya&type=talmud,,,,,,,,,,
Ḥananya ben Akavya,names,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4ananya+ben+Akavya&type=talmud,,,,,,,,,,
Ḥananya ben Ḥakhinai,names,,6,,,,,https://chavrutai.com/search?q=%E1%B8%A4ananya+ben+%E1%B8%A4akhinai&type=talmud,,,,,,,,,,
Ḥananya ben Ḥizkiya ben Garon,names,,3,,,,,https://chavrutai.com/search?q=%E1%B8%A4ananya+ben+%E1%B8%A4izkiya+ben+Garon&type=talmud,,,,,,,,,,
Ḥananya of Ono,names,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4ananya+of+Ono&type=talmud,,,,,,,,,,
"Ḥananya, son of Rabbi Yehoshua",names,,-,,,,,https://chavrutai.com/search?q=%E1%B8%A4ananya%2C+son+of+Rabbi+Yehoshua&type=talmud,,,,,,,,,,
"Ḥananya, son of Rabbi Yehoshua’s brother",names,,3,,,,,https://chavrutai.com/search?q=%E1%B8%A4ananya%2C+son+of+Rabbi+Yehoshua%E2%80%99s+brother&type=talmud,,,,,,,,,,
"Ḥananya, son of Yoshiya",names,,-,,,,,https://chavrutai.com/search?q=%E1%B8%A4ananya%2C+son+of+Yoshiya&type=talmud,,,,,,,,,,
"Ḥananya, son of Yoshiya’s brother",names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4ananya%2C+son+of+Yoshiya%E2%80%99s+brother&type=talmud,,,,,,,,,,
Ḥanin ben Pineḥas,names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4anin+ben+Pine%E1%B8%A5as&type=talmud,,,,,,,,,,
Ḥanina bar Ḥama,names,,3,https://en.wikipedia.org/wiki/Hanina_bar_Hama,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%A0%D7%99%D7%A0%D7%90_%D7%91%D7%A8_%D7%97%D7%9E%D7%90,Hanina bar Hama,רבי חנינא בר חמא,https://chavrutai.com/search?q=%E1%B8%A4anina+bar+%E1%B8%A4ama&type=talmud,wikidata_seed_qid,Q1062209,,,,Johanan bar Nappaha,200,Babylon,250,Syria Palaestina
Ḥanina ben Ḥakhinai,names,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4anina+ben+%E1%B8%A4akhinai&type=talmud,,,,,,,,,,
Ḥanina ben Ḥizkiyya,names,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4anina+ben+%E1%B8%A4izkiyya&type=talmud,,,,,,,,,,
"Ḥanina, son of Rabbi Ḥama",names,,-,,,,,https://chavrutai.com/search?q=%E1%B8%A4anina%2C+son+of+Rabbi+%E1%B8%A4ama&type=talmud,,,,,,,,,,
"Ḥanina, son of Rabbi Yehoshua",names,,-,,,,,https://chavrutai.com/search?q=%E1%B8%A4anina%2C+son+of+Rabbi+Yehoshua&type=talmud,,,,,,,,,,
"Ḥanina, son of Rabbi Yehoshua’s brother",names,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4anina%2C+son+of+Rabbi+Yehoshua%E2%80%99s+brother&type=talmud,,,,,,,,,,
Hannah,biblicalNames,,19,https://en.wikipedia.org/wiki/Hannah_(biblical_figure),https://he.wikipedia.org/wiki/%D7%97%D7%A0%D7%94,Hannah (biblical figure),חנה,https://chavrutai.com/search?q=Hannah&type=talmud,biblical_names_api_review:disambiguation_only; manual_biblical_top30,Q2346367,,,,,-1200,,-1100,
Hanukkah,concepts,,52,https://en.wikipedia.org/wiki/Hanukkah,https://he.wikipedia.org/wiki/%D7%97%D7%A0%D7%95%D7%9B%D7%94,,חנוכה,https://chavrutai.com/search?q=Hanukkah&type=talmud,,Q130881,,,,,,,,
Har HaBarzel,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Har+HaBarzel&type=talmud,,,,,,,,,,
Har HaMelekh,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Har+HaMelekh&type=talmud,,,,,,,,,,
Har HaMishḥa,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Har+HaMish%E1%B8%A5a&type=talmud,,,,,,,,,,
Haran,biblicalNames,,4,https://en.wikipedia.org/wiki/Haran,https://he.wikipedia.org/wiki/%D7%94%D7%A8%D7%9F,Haran,הרן,https://chavrutai.com/search?q=Haran&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q1199156,Terah,,,,,Ur Kaśdim,,Ur Kaśdim
Ḥarim,talmudToponyms,,5,,,,,https://chavrutai.com/search?q=%E1%B8%A4arim&type=talmud,,,,,,,,,,
Harpanya,talmudToponyms,,8,,,,,https://chavrutai.com/search?q=Harpanya&type=talmud,,,,,,,,,,
Ḥarta De’argiz,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4arta+De%E2%80%99argiz&type=talmud,,,,,,,,,,
Ḥaruta,names,,3,,,,,https://chavrutai.com/search?q=%E1%B8%A4aruta&type=talmud,,,,,,,,,,
Hasid,concepts,,2,https://en.wikipedia.org/wiki/Hasid#Hebrew_etymology,https://he.wikipedia.org/wiki/%D7%97%D7%A1%D7%99%D7%93_(%D7%94%D7%9C%D7%9B%D7%94),Hasid,חסיד (הלכה),https://chavrutai.com/search?q=Hasid&type=talmud,blog,Q27162357,,,,,,,,
Hasmonean,concepts;names,Hasmoneans,22,https://en.wikipedia.org/wiki/Hasmonean_dynasty,https://he.wikipedia.org/wiki/%D7%97%D7%A9%D7%9E%D7%95%D7%A0%D7%90%D7%99%D7%9D,Hasmonean dynasty,חשמונאים,https://chavrutai.com/search?q=Hasmonean&type=talmud,blog,Q496922,,,,,,,,
Hathach,biblicalNames,,0,,,Hathach,,https://chavrutai.com/search?q=Hathach&type=talmud,biblical_names_api_review:no_exact_page,,,,,,,,,
Ḥatzdad crossing,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=%E1%B8%A4atzdad+crossing&type=talmud,,,,,,,,,,
Hatzleponi,talmudToponyms,,1,,,,,https://chavrutai.com/search?q=Hatzleponi&type=talmud,,,,,,,,,,
Ḥavai bar Nanai,names,,-,,,,,https://chavrutai.com/search?q=%E1%B8%A4avai+bar+Nanai&type=talmud,,,,,,,,,,
Ḥaveil Yamma,talmudToponyms,,5,,,,,https://chavrutai.com/search?q=%E1%B8%A4aveil+Yamma&type=talmud,,,,,,,,,,
Ḥavran,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4avran&type=talmud,,,,,,,,,,
Tzelelponit,biblicalNames,Hazzelelponi,1,https://en.wikipedia.org/wiki/Hazzelelponi,https://he.wikipedia.org/wiki/%D7%94%D7%A6%D7%9C%D7%9C%D7%A4%D7%95%D7%A0%D7%99,Hazzelelponi,הצללפוני,https://chavrutai.com/search?q=Tzelelponit&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q14579312,,,,,,,,
he household of Guryon,names,,-,,,,,https://chavrutai.com/search?q=he+household+of+Guryon&type=talmud,,,,,,,,,,
Hebrew calendar,concepts,,0,https://en.wikipedia.org/wiki/Hebrew_calendar#Months,https://he.wikipedia.org/wiki/%D7%94%D7%9C%D7%95%D7%97_%D7%94%D7%A2%D7%91%D7%A8%D7%99,Hebrew calendar,הלוח העברי,https://chavrutai.com/search?q=Hebrew+calendar&type=talmud,blog,Q44722,,,,,,,,
Hebron,talmudToponyms,,21,https://en.wikipedia.org/wiki/Hebron,https://he.wikipedia.org/wiki/%D7%97%D7%91%D7%A8%D7%95%D7%9F,Hebron,חברון,https://chavrutai.com/search?q=Hebron&type=talmud,blog,Q168225,,,,,,,,
Ḥeger,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=%E1%B8%A4eger&type=talmud,,,,,,,,,,
heifer whose neck is broken,concepts,,57,,https://he.wikipedia.org/wiki/%D7%A2%D7%92%D7%9C%D7%94_%D7%A2%D7%A8%D7%95%D7%A4%D7%94,,עגלה ערופה,https://chavrutai.com/search?q=heifer+whose+neck+is+broken&type=talmud,,Q6957383,,,,,,,,
Heker Well,talmudToponyms,,2,,,,,https://chavrutai.com/search?q=Heker+Well&type=talmud,,,,,,,,,,
Queen Helene,names,Helena of Adiabene,4,https://en.wikipedia.org/wiki/Helena_of_Adiabene,https://he.wikipedia.org/wiki/%D7%94%D7%9C%D7%A0%D7%99_%D7%94%D7%9E%D7%9C%D7%9B%D7%94,Helena of Adiabene,הלני המלכה,https://chavrutai.com/search?q=Queen+Helene&type=talmud,blog,Q2655769,,,,,-20,,56,
Helene,names,,2,,,,,https://chavrutai.com/search?q=Helene&type=talmud,,,,,,,,,,
Heman,biblicalNames,,1,,,Heman,,https://chavrutai.com/search?q=Heman&type=talmud,biblical_names_api_review:disambiguation_only,,,,,,,,,
Hepher,biblicalNames,,4,https://en.wikipedia.org/wiki/Hepher,,Hepher,,https://chavrutai.com/search?q=Hepher&type=talmud,biblical_names_api_review:verified_exact_or_redirect,Q107313004,,,,,,,,
heretics,concepts,Heresy in Judaism,38,https://en.wikipedia.org/wiki/Heresy_in_Judaism,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%A0%D7%95%D7%AA_(%D7%99%D7%94%D7%93%D7%95%D7%AA),Heresy in Judaism,מינות (יהדות),https://chavrutai.com/search?q=heretics&type=talmud,blog,Q2889997,,,,,,,,
heretic,concepts,Heresy in Judaism,49,https://en.wikipedia.org/wiki/Heresy_in_Judaism#Rabbinic_definition_of_heresy,https://he.wikipedia.org/wiki/%D7%9E%D7%99%D7%A0%D7%95%D7%AA_(%D7%99%D7%94%D7%93%D7%95%D7%AA),Heresy in Judaism,מינות (יהדות),https://chavrutai.com/search?q=heretic&type=talmud,blog,Q2889997,,,,,,,,
hermaphrodite,concepts,,92,https://en.wikipedia.org/wiki/Androgynos,https://he.wikipedia.org/wiki/%D7%90%D7%A0%D7%93%D7%A8%D7%95%D7%92%D7%99%D7%A0%D7%95%D7%A1_(%D7%94%D7%9C%D7%9B%D7%94),Androgynos,אנדרוגינוס (הלכה),https://chavrutai.com/search?q=hermaphrodite&type=talmud,manual_concepts_top_missing_he_pass2,Q5530955,,,,,,,,
Herod,names,,5,,,,,https://chavrutai.com/search?q=Herod&type=talmud,,,,,,,,,,
King Agrippa,names,Herod Agrippa,3,https://en.wikipedia.org/wiki/Herod_Agrippa,https://he.wikipedia.org/wiki/%D7%90%D7%92%D7%A8%D7%99%D7%A4%D7%A1_%D7%94%D7%A8%D7%90%D7%A9%D7%95%D7%9F,Herod Agrippa,אגריפס הראשון,https://chavrutai.com/search?q=King+Agrippa&type=talmud,blog,Q298636,Aristobulus IV,,,,-10,,44,Caesarea Maritima
Herod the slave,names,,1,,,,,https://chavrutai.com/search?q=Herod+the+slave&type=talmud,,,,,,,,,,
